cancer_group,year,sex,count,icd_codes,lower_age,upper_age,datatype
Melanoma of the skin,1996.0,Persons,707.0,C43,45,49,Incidence
Melanoma of the skin,1996.0,Persons,719.0,C43,50,54,Incidence
Melanoma of the skin,1996.0,Persons,629.0,C43,55,59,Incidence
Melanoma of the skin,1996.0,Persons,683.0,C43,60,64,Incidence
Melanoma of the skin,1996.0,Persons,784.0,C43,65,69,Incidence
Melanoma of the skin,1996.0,Persons,814.0,C43,70,74,Incidence
Melanoma of the skin,1996.0,Persons,631.0,C43,75,79,Incidence
Melanoma of the skin,1996.0,Persons,427.0,C43,80,84,Incidence
Melanoma of the skin,1996.0,Persons,218.0,C43,85,89,Incidence
Melanoma of the skin,1996.0,Persons,79.0,C43,90,100,Incidence
Melanoma of the skin,1997.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1997.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1997.0,Persons,17.0,C43,10,14,Incidence
Melanoma of the skin,1997.0,Persons,100.0,C43,15,19,Incidence
Melanoma of the skin,1997.0,Persons,207.0,C43,20,24,Incidence
Melanoma of the skin,1997.0,Persons,329.0,C43,25,29,Incidence
Melanoma of the skin,1997.0,Persons,417.0,C43,30,34,Incidence
Melanoma of the skin,1997.0,Persons,528.0,C43,35,39,Incidence
Melanoma of the skin,1997.0,Persons,633.0,C43,40,44,Incidence
Melanoma of the skin,1997.0,Persons,773.0,C43,45,49,Incidence
Melanoma of the skin,1997.0,Persons,851.0,C43,50,54,Incidence
Melanoma of the skin,1997.0,Persons,720.0,C43,55,59,Incidence
Melanoma of the skin,1997.0,Persons,702.0,C43,60,64,Incidence
Melanoma of the skin,1997.0,Persons,852.0,C43,65,69,Incidence
Melanoma of the skin,1997.0,Persons,910.0,C43,70,74,Incidence
Melanoma of the skin,1997.0,Persons,700.0,C43,75,79,Incidence
Melanoma of the skin,1997.0,Persons,420.0,C43,80,84,Incidence
Melanoma of the skin,1997.0,Persons,213.0,C43,85,89,Incidence
Melanoma of the skin,1997.0,Persons,72.0,C43,90,100,Incidence
Melanoma of the skin,1998.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1998.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,1998.0,Persons,12.0,C43,10,14,Incidence
Melanoma of the skin,1998.0,Persons,64.0,C43,15,19,Incidence
Melanoma of the skin,1998.0,Persons,153.0,C43,20,24,Incidence
Melanoma of the skin,1998.0,Persons,272.0,C43,25,29,Incidence
Melanoma of the skin,1998.0,Persons,402.0,C43,30,34,Incidence
Melanoma of the skin,1998.0,Persons,498.0,C43,35,39,Incidence
Melanoma of the skin,1998.0,Persons,568.0,C43,40,44,Incidence
Melanoma of the skin,1998.0,Persons,719.0,C43,45,49,Incidence
Melanoma of the skin,1998.0,Persons,823.0,C43,50,54,Incidence
Melanoma of the skin,1998.0,Persons,735.0,C43,55,59,Incidence
Melanoma of the skin,1998.0,Persons,724.0,C43,60,64,Incidence
Melanoma of the skin,1998.0,Persons,777.0,C43,65,69,Incidence
Melanoma of the skin,1998.0,Persons,781.0,C43,70,74,Incidence
Melanoma of the skin,1998.0,Persons,726.0,C43,75,79,Incidence
Melanoma of the skin,1998.0,Persons,424.0,C43,80,84,Incidence
Melanoma of the skin,1998.0,Persons,243.0,C43,85,89,Incidence
Melanoma of the skin,1998.0,Persons,75.0,C43,90,100,Incidence
Melanoma of the skin,1999.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,1999.0,Persons,4.0,C43,5,9,Incidence
Melanoma of the skin,1999.0,Persons,9.0,C43,10,14,Incidence
Melanoma of the skin,1999.0,Persons,78.0,C43,15,19,Incidence
Melanoma of the skin,1999.0,Persons,188.0,C43,20,24,Incidence
Melanoma of the skin,1999.0,Persons,272.0,C43,25,29,Incidence
Melanoma of the skin,1999.0,Persons,380.0,C43,30,34,Incidence
Melanoma of the skin,1999.0,Persons,526.0,C43,35,39,Incidence
Melanoma of the skin,1999.0,Persons,596.0,C43,40,44,Incidence
Melanoma of the skin,1999.0,Persons,787.0,C43,45,49,Incidence
Melanoma of the skin,1999.0,Persons,825.0,C43,50,54,Incidence
Melanoma of the skin,1999.0,Persons,748.0,C43,55,59,Incidence
Melanoma of the skin,1999.0,Persons,733.0,C43,60,64,Incidence
Melanoma of the skin,1999.0,Persons,786.0,C43,65,69,Incidence
Melanoma of the skin,1999.0,Persons,882.0,C43,70,74,Incidence
Melanoma of the skin,1999.0,Persons,748.0,C43,75,79,Incidence
Melanoma of the skin,1999.0,Persons,498.0,C43,80,84,Incidence
Melanoma of the skin,1999.0,Persons,233.0,C43,85,89,Incidence
Melanoma of the skin,1999.0,Persons,103.0,C43,90,100,Incidence
Melanoma of the skin,2000.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,2000.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,2000.0,Persons,10.0,C43,10,14,Incidence
Melanoma of the skin,2000.0,Persons,72.0,C43,15,19,Incidence
Melanoma of the skin,2000.0,Persons,164.0,C43,20,24,Incidence
Melanoma of the skin,2000.0,Persons,281.0,C43,25,29,Incidence
Melanoma of the skin,2000.0,Persons,386.0,C43,30,34,Incidence
Melanoma of the skin,2000.0,Persons,530.0,C43,35,39,Incidence
Melanoma of the skin,2000.0,Persons,641.0,C43,40,44,Incidence
Melanoma of the skin,2000.0,Persons,756.0,C43,45,49,Incidence
Melanoma of the skin,2000.0,Persons,842.0,C43,50,54,Incidence
Melanoma of the skin,2000.0,Persons,800.0,C43,55,59,Incidence
Melanoma of the skin,2000.0,Persons,769.0,C43,60,64,Incidence
Melanoma of the skin,2000.0,Persons,793.0,C43,65,69,Incidence
Melanoma of the skin,2000.0,Persons,950.0,C43,70,74,Incidence
Melanoma of the skin,2000.0,Persons,830.0,C43,75,79,Incidence
Melanoma of the skin,2000.0,Persons,502.0,C43,80,84,Incidence
Melanoma of the skin,2000.0,Persons,268.0,C43,85,89,Incidence
Melanoma of the skin,2000.0,Persons,121.0,C43,90,100,Incidence
Melanoma of the skin,2001.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,2001.0,Persons,5.0,C43,5,9,Incidence
Melanoma of the skin,2001.0,Persons,14.0,C43,10,14,Incidence
Melanoma of the skin,2001.0,Persons,83.0,C43,15,19,Incidence
Melanoma of the skin,2001.0,Persons,133.0,C43,20,24,Incidence
Melanoma of the skin,2001.0,Persons,278.0,C43,25,29,Incidence
Melanoma of the skin,2001.0,Persons,381.0,C43,30,34,Incidence
Melanoma of the skin,2001.0,Persons,517.0,C43,35,39,Incidence
Melanoma of the skin,2001.0,Persons,647.0,C43,40,44,Incidence
Melanoma of the skin,2001.0,Persons,756.0,C43,45,49,Incidence
Melanoma of the skin,2001.0,Persons,932.0,C43,50,54,Incidence
Melanoma of the skin,2001.0,Persons,862.0,C43,55,59,Incidence
Melanoma of the skin,2001.0,Persons,796.0,C43,60,64,Incidence
Melanoma of the skin,2001.0,Persons,847.0,C43,65,69,Incidence
Melanoma of the skin,2001.0,Persons,935.0,C43,70,74,Incidence
Melanoma of the skin,2001.0,Persons,873.0,C43,75,79,Incidence
Melanoma of the skin,2001.0,Persons,544.0,C43,80,84,Incidence
Melanoma of the skin,2001.0,Persons,281.0,C43,85,89,Incidence
Melanoma of the skin,2001.0,Persons,112.0,C43,90,100,Incidence
Melanoma of the skin,2002.0,Persons,2.0,C43,0,4,Incidence
Melanoma of the skin,2002.0,Persons,4.0,C43,5,9,Incidence
Melanoma of the skin,2002.0,Persons,13.0,C43,10,14,Incidence
Melanoma of the skin,2002.0,Persons,79.0,C43,15,19,Incidence
Melanoma of the skin,2002.0,Persons,169.0,C43,20,24,Incidence
Melanoma of the skin,2002.0,Persons,256.0,C43,25,29,Incidence
Melanoma of the skin,2002.0,Persons,398.0,C43,30,34,Incidence
Melanoma of the skin,2002.0,Persons,481.0,C43,35,39,Incidence
Melanoma of the skin,2002.0,Persons,706.0,C43,40,44,Incidence
Melanoma of the skin,2002.0,Persons,824.0,C43,45,49,Incidence
Melanoma of the skin,2002.0,Persons,971.0,C43,50,54,Incidence
Melanoma of the skin,2002.0,Persons,1018.0,C43,55,59,Incidence
Melanoma of the skin,2002.0,Persons,997.0,C43,60,64,Incidence
Melanoma of the skin,2002.0,Persons,874.0,C43,65,69,Incidence
Melanoma of the skin,2002.0,Persons,1063.0,C43,70,74,Incidence
Melanoma of the skin,2002.0,Persons,880.0,C43,75,79,Incidence
Melanoma of the skin,2002.0,Persons,637.0,C43,80,84,Incidence
Melanoma of the skin,2002.0,Persons,355.0,C43,85,89,Incidence
Melanoma of the skin,2002.0,Persons,128.0,C43,90,100,Incidence
Melanoma of the skin,2003.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,2003.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,2003.0,Persons,8.0,C43,10,14,Incidence
Melanoma of the skin,2003.0,Persons,64.0,C43,15,19,Incidence
Melanoma of the skin,2003.0,Persons,151.0,C43,20,24,Incidence
Melanoma of the skin,2003.0,Persons,233.0,C43,25,29,Incidence
Melanoma of the skin,2003.0,Persons,378.0,C43,30,34,Incidence
Melanoma of the skin,2003.0,Persons,493.0,C43,35,39,Incidence
Melanoma of the skin,2003.0,Persons,643.0,C43,40,44,Incidence
Melanoma of the skin,2003.0,Persons,768.0,C43,45,49,Incidence
Melanoma of the skin,2003.0,Persons,940.0,C43,50,54,Incidence
Melanoma of the skin,2003.0,Persons,1102.0,C43,55,59,Incidence
Melanoma of the skin,2003.0,Persons,865.0,C43,60,64,Incidence
Melanoma of the skin,2003.0,Persons,888.0,C43,65,69,Incidence
Melanoma of the skin,2003.0,Persons,961.0,C43,70,74,Incidence
Melanoma of the skin,2003.0,Persons,951.0,C43,75,79,Incidence
Melanoma of the skin,2003.0,Persons,658.0,C43,80,84,Incidence
Melanoma of the skin,2003.0,Persons,364.0,C43,85,89,Incidence
Melanoma of the skin,2003.0,Persons,134.0,C43,90,100,Incidence
Melanoma of the skin,2004.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,2004.0,Persons,0.0,C43,5,9,Incidence
Melanoma of the skin,2004.0,Persons,9.0,C43,10,14,Incidence
Melanoma of the skin,2004.0,Persons,65.0,C43,15,19,Incidence
Melanoma of the skin,2004.0,Persons,170.0,C43,20,24,Incidence
Melanoma of the skin,2004.0,Persons,253.0,C43,25,29,Incidence
Melanoma of the skin,2004.0,Persons,412.0,C43,30,34,Incidence
Melanoma of the skin,2004.0,Persons,442.0,C43,35,39,Incidence
Melanoma of the skin,2004.0,Persons,587.0,C43,40,44,Incidence
Melanoma of the skin,2004.0,Persons,790.0,C43,45,49,Incidence
Melanoma of the skin,2004.0,Persons,916.0,C43,50,54,Incidence
Melanoma of the skin,2004.0,Persons,1084.0,C43,55,59,Incidence
Melanoma of the skin,2004.0,Persons,1011.0,C43,60,64,Incidence
Melanoma of the skin,2004.0,Persons,996.0,C43,65,69,Incidence
Melanoma of the skin,2004.0,Persons,911.0,C43,70,74,Incidence
Melanoma of the skin,2004.0,Persons,969.0,C43,75,79,Incidence
Melanoma of the skin,2004.0,Persons,741.0,C43,80,84,Incidence
Melanoma of the skin,2004.0,Persons,359.0,C43,85,89,Incidence
Melanoma of the skin,2004.0,Persons,161.0,C43,90,100,Incidence
Melanoma of the skin,2005.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,2005.0,Persons,3.0,C43,5,9,Incidence
Melanoma of the skin,2005.0,Persons,6.0,C43,10,14,Incidence
Melanoma of the skin,2005.0,Persons,60.0,C43,15,19,Incidence
Melanoma of the skin,2005.0,Persons,136.0,C43,20,24,Incidence
Melanoma of the skin,2005.0,Persons,290.0,C43,25,29,Incidence
Melanoma of the skin,2005.0,Persons,412.0,C43,30,34,Incidence
Melanoma of the skin,2005.0,Persons,483.0,C43,35,39,Incidence
Melanoma of the skin,2005.0,Persons,690.0,C43,40,44,Incidence
Melanoma of the skin,2005.0,Persons,872.0,C43,45,49,Incidence
Melanoma of the skin,2005.0,Persons,966.0,C43,50,54,Incidence
Melanoma of the skin,2005.0,Persons,1172.0,C43,55,59,Incidence
Melanoma of the skin,2005.0,Persons,1097.0,C43,60,64,Incidence
Melanoma of the skin,2005.0,Persons,1109.0,C43,65,69,Incidence
Melanoma of the skin,2005.0,Persons,1029.0,C43,70,74,Incidence
Melanoma of the skin,2005.0,Persons,1060.0,C43,75,79,Incidence
Melanoma of the skin,2005.0,Persons,832.0,C43,80,84,Incidence
Melanoma of the skin,2005.0,Persons,408.0,C43,85,89,Incidence
Melanoma of the skin,2005.0,Persons,202.0,C43,90,100,Incidence
Melanoma of the skin,2006.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,2006.0,Persons,0.0,C43,5,9,Incidence
Melanoma of the skin,2006.0,Persons,6.0,C43,10,14,Incidence
Melanoma of the skin,2006.0,Persons,58.0,C43,15,19,Incidence
Melanoma of the skin,2006.0,Persons,139.0,C43,20,24,Incidence
Melanoma of the skin,2006.0,Persons,251.0,C43,25,29,Incidence
Melanoma of the skin,2006.0,Persons,381.0,C43,30,34,Incidence
Melanoma of the skin,2006.0,Persons,471.0,C43,35,39,Incidence
Melanoma of the skin,2006.0,Persons,613.0,C43,40,44,Incidence
Melanoma of the skin,2006.0,Persons,782.0,C43,45,49,Incidence
Melanoma of the skin,2006.0,Persons,892.0,C43,50,54,Incidence
Melanoma of the skin,2006.0,Persons,1140.0,C43,55,59,Incidence
Melanoma of the skin,2006.0,Persons,1033.0,C43,60,64,Incidence
Melanoma of the skin,2006.0,Persons,1071.0,C43,65,69,Incidence
Melanoma of the skin,2006.0,Persons,1042.0,C43,70,74,Incidence
Melanoma of the skin,2006.0,Persons,1128.0,C43,75,79,Incidence
Melanoma of the skin,2006.0,Persons,774.0,C43,80,84,Incidence
Melanoma of the skin,2006.0,Persons,426.0,C43,85,89,Incidence
Melanoma of the skin,2006.0,Persons,225.0,C43,90,100,Incidence
Melanoma of the skin,2007.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,2007.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,2007.0,Persons,7.0,C43,10,14,Incidence
Melanoma of the skin,2007.0,Persons,37.0,C43,15,19,Incidence
Melanoma of the skin,2007.0,Persons,139.0,C43,20,24,Incidence
Melanoma of the skin,2007.0,Persons,203.0,C43,25,29,Incidence
Melanoma of the skin,2007.0,Persons,339.0,C43,30,34,Incidence
Melanoma of the skin,2007.0,Persons,480.0,C43,35,39,Incidence
Melanoma of the skin,2007.0,Persons,572.0,C43,40,44,Incidence
Melanoma of the skin,2007.0,Persons,820.0,C43,45,49,Incidence
Melanoma of the skin,2007.0,Persons,930.0,C43,50,54,Incidence
Melanoma of the skin,2007.0,Persons,1125.0,C43,55,59,Incidence
Melanoma of the skin,2007.0,Persons,1163.0,C43,60,64,Incidence
Melanoma of the skin,2007.0,Persons,1069.0,C43,65,69,Incidence
Melanoma of the skin,2007.0,Persons,1026.0,C43,70,74,Incidence
Melanoma of the skin,2007.0,Persons,1006.0,C43,75,79,Incidence
Melanoma of the skin,2007.0,Persons,868.0,C43,80,84,Incidence
Melanoma of the skin,2007.0,Persons,456.0,C43,85,89,Incidence
Melanoma of the skin,2007.0,Persons,199.0,C43,90,100,Incidence
Melanoma of the skin,2008.0,Persons,0.0,C43,0,4,Incidence
Melanoma of the skin,2008.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,2008.0,Persons,5.0,C43,10,14,Incidence
Melanoma of the skin,2008.0,Persons,42.0,C43,15,19,Incidence
Melanoma of the skin,2008.0,Persons,139.0,C43,20,24,Incidence
Melanoma of the skin,2008.0,Persons,209.0,C43,25,29,Incidence
Melanoma of the skin,2008.0,Persons,328.0,C43,30,34,Incidence
Melanoma of the skin,2008.0,Persons,533.0,C43,35,39,Incidence
Melanoma of the skin,2008.0,Persons,629.0,C43,40,44,Incidence
Melanoma of the skin,2008.0,Persons,814.0,C43,45,49,Incidence
Melanoma of the skin,2008.0,Persons,1026.0,C43,50,54,Incidence
Melanoma of the skin,2008.0,Persons,1167.0,C43,55,59,Incidence
Melanoma of the skin,2008.0,Persons,1289.0,C43,60,64,Incidence
Melanoma of the skin,2008.0,Persons,1182.0,C43,65,69,Incidence
Melanoma of the skin,2008.0,Persons,1034.0,C43,70,74,Incidence
Melanoma of the skin,2008.0,Persons,1034.0,C43,75,79,Incidence
Melanoma of the skin,2008.0,Persons,974.0,C43,80,84,Incidence
Melanoma of the skin,2008.0,Persons,509.0,C43,85,89,Incidence
Melanoma of the skin,2008.0,Persons,220.0,C43,90,100,Incidence
Melanoma of the skin,2009.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,2009.0,Persons,1.0,C43,5,9,Incidence
Melanoma of the skin,2009.0,Persons,12.0,C43,10,14,Incidence
Melanoma of the skin,2009.0,Persons,55.0,C43,15,19,Incidence
Melanoma of the skin,2009.0,Persons,124.0,C43,20,24,Incidence
Melanoma of the skin,2009.0,Persons,225.0,C43,25,29,Incidence
Melanoma of the skin,2009.0,Persons,324.0,C43,30,34,Incidence
Melanoma of the skin,2009.0,Persons,513.0,C43,35,39,Incidence
Melanoma of the skin,2009.0,Persons,614.0,C43,40,44,Incidence
Melanoma of the skin,2009.0,Persons,800.0,C43,45,49,Incidence
Melanoma of the skin,2009.0,Persons,972.0,C43,50,54,Incidence
Melanoma of the skin,2009.0,Persons,1166.0,C43,55,59,Incidence
Melanoma of the skin,2009.0,Persons,1323.0,C43,60,64,Incidence
Melanoma of the skin,2009.0,Persons,1167.0,C43,65,69,Incidence
Melanoma of the skin,2009.0,Persons,1200.0,C43,70,74,Incidence
Melanoma of the skin,2009.0,Persons,1113.0,C43,75,79,Incidence
Melanoma of the skin,2009.0,Persons,913.0,C43,80,84,Incidence
Melanoma of the skin,2009.0,Persons,563.0,C43,85,89,Incidence
Melanoma of the skin,2009.0,Persons,226.0,C43,90,100,Incidence
Melanoma of the skin,2010.0,Persons,2.0,C43,0,4,Incidence
Melanoma of the skin,2010.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,2010.0,Persons,5.0,C43,10,14,Incidence
Melanoma of the skin,2010.0,Persons,31.0,C43,15,19,Incidence
Melanoma of the skin,2010.0,Persons,89.0,C43,20,24,Incidence
Melanoma of the skin,2010.0,Persons,247.0,C43,25,29,Incidence
Melanoma of the skin,2010.0,Persons,324.0,C43,30,34,Incidence
Melanoma of the skin,2010.0,Persons,451.0,C43,35,39,Incidence
Melanoma of the skin,2010.0,Persons,614.0,C43,40,44,Incidence
Melanoma of the skin,2010.0,Persons,758.0,C43,45,49,Incidence
Melanoma of the skin,2010.0,Persons,991.0,C43,50,54,Incidence
Melanoma of the skin,2010.0,Persons,1149.0,C43,55,59,Incidence
Melanoma of the skin,2010.0,Persons,1393.0,C43,60,64,Incidence
Melanoma of the skin,2010.0,Persons,1322.0,C43,65,69,Incidence
Melanoma of the skin,2010.0,Persons,1191.0,C43,70,74,Incidence
Melanoma of the skin,2010.0,Persons,1103.0,C43,75,79,Incidence
Melanoma of the skin,2010.0,Persons,982.0,C43,80,84,Incidence
Melanoma of the skin,2010.0,Persons,603.0,C43,85,89,Incidence
Melanoma of the skin,2010.0,Persons,256.0,C43,90,100,Incidence
Melanoma of the skin,2011.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,2011.0,Persons,3.0,C43,5,9,Incidence
Melanoma of the skin,2011.0,Persons,7.0,C43,10,14,Incidence
Melanoma of the skin,2011.0,Persons,38.0,C43,15,19,Incidence
Melanoma of the skin,2011.0,Persons,103.0,C43,20,24,Incidence
Melanoma of the skin,2011.0,Persons,213.0,C43,25,29,Incidence
Melanoma of the skin,2011.0,Persons,281.0,C43,30,34,Incidence
Melanoma of the skin,2011.0,Persons,467.0,C43,35,39,Incidence
Melanoma of the skin,2011.0,Persons,626.0,C43,40,44,Incidence
Melanoma of the skin,2011.0,Persons,782.0,C43,45,49,Incidence
Melanoma of the skin,2011.0,Persons,940.0,C43,50,54,Incidence
Melanoma of the skin,2011.0,Persons,1152.0,C43,55,59,Incidence
Melanoma of the skin,2011.0,Persons,1503.0,C43,60,64,Incidence
Melanoma of the skin,2011.0,Persons,1403.0,C43,65,69,Incidence
Melanoma of the skin,2011.0,Persons,1292.0,C43,70,74,Incidence
Melanoma of the skin,2011.0,Persons,992.0,C43,75,79,Incidence
Melanoma of the skin,2011.0,Persons,970.0,C43,80,84,Incidence
Melanoma of the skin,2011.0,Persons,599.0,C43,85,89,Incidence
Melanoma of the skin,2011.0,Persons,273.0,C43,90,100,Incidence
Melanoma of the skin,2012.0,Persons,1.0,C43,0,4,Incidence
Melanoma of the skin,2012.0,Persons,0.0,C43,5,9,Incidence
Melanoma of the skin,2012.0,Persons,3.0,C43,10,14,Incidence
Melanoma of the skin,2012.0,Persons,34.0,C43,15,19,Incidence
Melanoma of the skin,2012.0,Persons,114.0,C43,20,24,Incidence
Melanoma of the skin,2012.0,Persons,231.0,C43,25,29,Incidence
Melanoma of the skin,2012.0,Persons,334.0,C43,30,34,Incidence
Melanoma of the skin,2012.0,Persons,450.0,C43,35,39,Incidence
Melanoma of the skin,2012.0,Persons,658.0,C43,40,44,Incidence
Melanoma of the skin,2012.0,Persons,774.0,C43,45,49,Incidence
Melanoma of the skin,2012.0,Persons,1062.0,C43,50,54,Incidence
Melanoma of the skin,2012.0,Persons,1193.0,C43,55,59,Incidence
Melanoma of the skin,2012.0,Persons,1437.0,C43,60,64,Incidence
Melanoma of the skin,2012.0,Persons,1535.0,C43,65,69,Incidence
Melanoma of the skin,2012.0,Persons,1331.0,C43,70,74,Incidence
Melanoma of the skin,2012.0,Persons,1131.0,C43,75,79,Incidence
Melanoma of the skin,2012.0,Persons,933.0,C43,80,84,Incidence
Melanoma of the skin,2012.0,Persons,689.0,C43,85,89,Incidence
Melanoma of the skin,2012.0,Persons,329.0,C43,90,100,Incidence
Melanoma of the skin,2013.0,Persons,2.0,C43,0,4,Incidence
Melanoma of the skin,2013.0,Persons,2.0,C43,5,9,Incidence
Melanoma of the skin,2013.0,Persons,6.0,C43,10,14,Incidence
Melanoma of the skin,2013.0,Persons,34.0,C43,15,19,Incidence
Melanoma of the skin,2013.0,Persons,105.0,C43,20,24,Incidence
Melanoma of the skin,2013.0,Persons,229.0,C43,25,29,Incidence
Melanoma of the skin,2013.0,Persons,324.0,C43,30,34,Incidence
Melanoma of the skin,2013.0,Persons,461.0,C43,35,39,Incidence
Melanoma of the skin,2013.0,Persons,665.0,C43,40,44,Incidence
Melanoma of the skin,2013.0,Persons,802.0,C43,45,49,Incidence
Melanoma of the skin,2013.0,Persons,1079.0,C43,50,54,Incidence
Melanoma of the skin,2013.0,Persons,1205.0,C43,55,59,Incidence
Melanoma of the skin,2013.0,Persons,1475.0,C43,60,64,Incidence
Melanoma of the skin,2013.0,Persons,1676.0,C43,65,69,Incidence
Melanoma of the skin,2013.0,Persons,1421.0,C43,70,74,Incidence
Melanoma of the skin,2013.0,Persons,1256.0,C43,75,79,Incidence
